instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
16543,11/27/2012,4,1,11,0,0,2,1,2,0.32,0.3333,0.66,0.0896,2,24,26
16544,11/27/2012,4,1,11,1,0,2,1,2,0.32,0.3333,0.7,0.1343,0,6,6
16545,11/27/2012,4,1,11,2,0,2,1,2,0.32,0.3182,0.7,0.1642,0,5,5
16546,11/27/2012,4,1,11,3,0,2,1,3,0.32,0.3333,0.7,0.1343,1,3,4
16547,11/27/2012,4,1,11,4,0,2,1,3,0.3,0.2879,0.81,0.194,0,5,5
16548,11/27/2012,4,1,11,5,0,2,1,2,0.3,0.2879,0.81,0.2239,0,31,31
16549,11/27/2012,4,1,11,6,0,2,1,2,0.3,0.303,0.81,0.1642,3,97,100
16550,11/27/2012,4,1,11,7,0,2,1,3,0.3,0.303,0.81,0.1343,4,289,293
16551,11/27/2012,4,1,11,8,0,2,1,3,0.32,0.3182,0.81,0.1642,6,494,500
16552,11/27/2012,4,1,11,9,0,2,1,2,0.32,0.3333,0.81,0.1343,11,257,268
16553,11/27/2012,4,1,11,10,0,2,1,3,0.32,0.3182,0.81,0.194,5,52,57
16554,11/27/2012,4,1,11,11,0,2,1,3,0.3,0.2727,0.87,0.2985,6,59,65
16555,11/27/2012,4,1,11,12,0,2,1,3,0.28,0.2576,0.87,0.3881,6,70,76
16556,11/27/2012,4,1,11,13,0,2,1,3,0.28,0.2727,0.87,0.2537,4,73,77
16557,11/27/2012,4,1,11,14,0,2,1,3,0.28,0.2576,0.87,0.3582,8,86,94
16558,11/27/2012,4,1,11,15,0,2,1,2,0.3,0.2727,0.75,0.2985,9,146,155
16559,11/27/2012,4,1,11,16,0,2,1,2,0.3,0.2727,0.75,0.2985,5,252,257
16560,11/27/2012,4,1,11,17,0,2,1,2,0.3,0.2727,0.75,0.3881,13,514,527
16561,11/27/2012,4,1,11,18,0,2,1,1,0.26,0.2273,0.81,0.3582,13,469,482
16562,11/27/2012,4,1,11,19,0,2,1,1,0.26,0.2576,0.73,0.2985,12,338,350
16563,11/27/2012,4,1,11,20,0,2,1,1,0.26,0.2273,0.75,0.3284,4,228,232
16564,11/27/2012,4,1,11,21,0,2,1,1,0.24,0.2121,0.81,0.2836,6,179,185
16565,11/27/2012,4,1,11,22,0,2,1,1,0.24,0.2424,0.81,0.1642,2,95,97
16566,11/27/2012,4,1,11,23,0,2,1,2,0.26,0.2424,0.81,0.2537,3,64,67
16567,11/28/2012,4,1,11,0,0,3,1,2,0.26,0.2424,0.75,0.2537,1,22,23
16568,11/28/2012,4,1,11,1,0,3,1,2,0.26,0.2576,0.75,0.2239,0,12,12
16569,11/28/2012,4,1,11,2,0,3,1,2,0.26,0.2576,0.75,0.2239,0,1,1
16570,11/28/2012,4,1,11,3,0,3,1,2,0.26,0.2576,0.7,0.2239,0,3,3
16571,11/28/2012,4,1,11,4,0,3,1,2,0.26,0.2576,0.7,0.194,0,4,4
16572,11/28/2012,4,1,11,5,0,3,1,2,0.26,0.2727,0.7,0.1343,0,39,39
16573,11/28/2012,4,1,11,6,0,3,1,2,0.26,0.2576,0.65,0.2239,4,132,136
16574,11/28/2012,4,1,11,7,0,3,1,2,0.26,0.2576,0.56,0.194,6,403,409
16575,11/28/2012,4,1,11,8,0,3,1,1,0.24,0.2121,0.6,0.2836,9,683,692
16576,11/28/2012,4,1,11,9,0,3,1,1,0.28,0.2727,0.52,0.194,13,309,322
16577,11/28/2012,4,1,11,10,0,3,1,1,0.3,0.3182,0.49,0.1045,17,144,161
16578,11/28/2012,4,1,11,11,0,3,1,1,0.32,0.3182,0.45,0.1642,19,127,146
16579,11/28/2012,4,1,11,12,0,3,1,1,0.34,0.303,0.42,0.3881,19,189,208
16580,11/28/2012,4,1,11,13,0,3,1,1,0.34,0.3333,0.42,0.194,21,193,214
16581,11/28/2012,4,1,11,14,0,3,1,1,0.36,0.3333,0.4,0.2985,15,161,176
16582,11/28/2012,4,1,11,15,0,3,1,1,0.36,0.3333,0.32,0.3284,7,172,179
16583,11/28/2012,4,1,11,16,0,3,1,1,0.36,0.3333,0.29,0.2537,9,316,325
16584,11/28/2012,4,1,11,17,0,3,1,1,0.34,0.3333,0.31,0.1343,17,546,563
16585,11/28/2012,4,1,11,18,0,3,1,1,0.32,0.303,0.33,0.2836,12,530,542
16586,11/28/2012,4,1,11,19,0,3,1,1,0.32,0.3182,0.36,0.1642,9,378,387
16587,11/28/2012,4,1,11,20,0,3,1,1,0.32,0.3333,0.36,0.1343,5,258,263
16588,11/28/2012,4,1,11,21,0,3,1,1,0.3,0.303,0.39,0.1642,4,219,223
16589,11/28/2012,4,1,11,22,0,3,1,1,0.28,0.2727,0.45,0.1642,6,148,154
16590,11/28/2012,4,1,11,23,0,3,1,1,0.26,0.2727,0.48,0.1343,5,73,78
16591,11/29/2012,4,1,11,0,0,4,1,1,0.24,0.2576,0.56,0.0896,4,25,29
16592,11/29/2012,4,1,11,1,0,4,1,1,0.22,0.2576,0.64,0.0896,1,15,16
16593,11/29/2012,4,1,11,2,0,4,1,1,0.22,0.2727,0.64,0,1,6,7
16594,11/29/2012,4,1,11,4,0,4,1,1,0.2,0.2273,0.75,0.0896,0,7,7
16595,11/29/2012,4,1,11,5,0,4,1,1,0.2,0.2576,0.69,0,0,42,42
16596,11/29/2012,4,1,11,6,0,4,1,1,0.22,0.2727,0.69,0,1,120,121
16597,11/29/2012,4,1,11,7,0,4,1,1,0.2,0.2576,0.64,0,8,354,362
16598,11/29/2012,4,1,11,8,0,4,1,1,0.2,0.2273,0.69,0.1045,15,664,679
16599,11/29/2012,4,1,11,9,0,4,1,1,0.24,0.2879,0.6,0,13,286,299
16600,11/29/2012,4,1,11,10,0,4,1,1,0.28,0.303,0.65,0.0896,25,153,178
16601,11/29/2012,4,1,11,11,0,4,1,1,0.36,0.3485,0.37,0.2239,13,150,163
16602,11/29/2012,4,1,11,12,0,4,1,1,0.36,0.3485,0.4,0.1642,11,225,236
16603,11/29/2012,4,1,11,13,0,4,1,1,0.38,0.3939,0.32,0.1343,15,209,224
16604,11/29/2012,4,1,11,14,0,4,1,1,0.36,0.3485,0.43,0.2239,13,174,187
16605,11/29/2012,4,1,11,15,0,4,1,1,0.36,0.3333,0.43,0.2836,19,201,220
16606,11/29/2012,4,1,11,16,0,4,1,1,0.36,0.3485,0.4,0.2239,24,346,370
16607,11/29/2012,4,1,11,17,0,4,1,1,0.34,0.3333,0.39,0.194,17,544,561
16608,11/29/2012,4,1,11,18,0,4,1,1,0.32,0.3182,0.49,0.1642,17,520,537
16609,11/29/2012,4,1,11,19,0,4,1,1,0.3,0.2879,0.52,0.194,18,326,344
16610,11/29/2012,4,1,11,20,0,4,1,1,0.3,0.303,0.52,0.1642,11,241,252
16611,11/29/2012,4,1,11,21,0,4,1,1,0.26,0.2727,0.65,0.1343,7,201,208
16612,11/29/2012,4,1,11,22,0,4,1,1,0.26,0.2879,0.7,0.0896,4,147,151
16613,11/29/2012,4,1,11,23,0,4,1,1,0.28,0.3182,0.61,0,6,124,130
16614,11/30/2012,4,1,11,0,0,5,1,1,0.26,0.2576,0.7,0.1642,4,48,52
16615,11/30/2012,4,1,11,1,0,5,1,1,0.24,0.2576,0.7,0.0896,2,17,19
16616,11/30/2012,4,1,11,2,0,5,1,1,0.24,0.2879,0.75,0,2,10,12
16617,11/30/2012,4,1,11,3,0,5,1,1,0.24,0.2879,0.75,0,0,4,4
16618,11/30/2012,4,1,11,4,0,5,1,1,0.22,0.2727,0.75,0,0,3,3
16619,11/30/2012,4,1,11,5,0,5,1,1,0.2,0.2576,0.8,0,1,39,40
16620,11/30/2012,4,1,11,6,0,5,1,1,0.2,0.2576,0.86,0,2,104,106
16621,11/30/2012,4,1,11,7,0,5,1,1,0.22,0.2727,0.8,0,6,346,352
16622,11/30/2012,4,1,11,8,0,5,1,2,0.22,0.2576,0.8,0.0896,20,709,729
16623,11/30/2012,4,1,11,9,0,5,1,1,0.24,0.2576,0.75,0.0896,17,313,330
16624,11/30/2012,4,1,11,10,0,5,1,2,0.3,0.3333,0.65,0,10,159,169
16625,11/30/2012,4,1,11,11,0,5,1,2,0.34,0.3485,0.53,0.0896,31,170,201
16626,11/30/2012,4,1,11,12,0,5,1,2,0.38,0.3939,0.46,0,25,243,268
16627,11/30/2012,4,1,11,13,0,5,1,2,0.4,0.4091,0.4,0.1642,21,241,262
16628,11/30/2012,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.1045,26,225,251
16629,11/30/2012,4,1,11,15,0,5,1,2,0.42,0.4242,0.38,0.1045,34,262,296
16630,11/30/2012,4,1,11,16,0,5,1,1,0.4,0.4091,0.43,0.1343,37,368,405
16631,11/30/2012,4,1,11,17,0,5,1,1,0.36,0.3485,0.5,0.194,31,551,582
16632,11/30/2012,4,1,11,18,0,5,1,2,0.34,0.3636,0.61,0,20,489,509
16633,11/30/2012,4,1,11,19,0,5,1,1,0.32,0.3485,0.66,0,18,359,377
16634,11/30/2012,4,1,11,20,0,5,1,1,0.32,0.3485,0.66,0,12,233,245
16635,11/30/2012,4,1,11,21,0,5,1,1,0.3,0.3182,0.75,0.0896,14,169,183
16636,11/30/2012,4,1,11,22,0,5,1,1,0.3,0.3333,0.75,0,18,145,163
16637,11/30/2012,4,1,11,23,0,5,1,2,0.3,0.3182,0.75,0.0896,11,99,110
16638,12/1/2012,4,1,12,0,0,6,0,1,0.26,0.303,0.81,0,9,99,108
16639,12/1/2012,4,1,12,1,0,6,0,1,0.26,0.303,0.81,0,5,64,69
16640,12/1/2012,4,1,12,2,0,6,0,2,0.26,0.303,0.81,0,3,47,50
16641,12/1/2012,4,1,12,3,0,6,0,2,0.26,0.2727,0.81,0.1343,1,14,15
16642,12/1/2012,4,1,12,4,0,6,0,1,0.26,0.2879,0.81,0.0896,0,5,5
16643,12/1/2012,4,1,12,5,0,6,0,1,0.24,0.2576,0.87,0.0896,1,12,13
16644,12/1/2012,4,1,12,6,0,6,0,1,0.24,0.2424,0.87,0.1343,7,20,27
16645,12/1/2012,4,1,12,7,0,6,0,2,0.24,0.2424,0.87,0.1343,7,56,63
16646,12/1/2012,4,1,12,8,0,6,0,2,0.24,0.2424,0.87,0.1343,11,133,144
16647,12/1/2012,4,1,12,9,0,6,0,2,0.26,0.2424,0.93,0.2537,34,159,193
16648,12/1/2012,4,1,12,10,0,6,0,2,0.28,0.2727,0.89,0.1642,45,211,256
16649,12/1/2012,4,1,12,11,0,6,0,2,0.32,0.3333,0.76,0.1045,74,318,392
16650,12/1/2012,4,1,12,12,0,6,0,2,0.32,0.3333,0.81,0.0896,119,327,446
16651,12/1/2012,4,1,12,13,0,6,0,2,0.34,0.3636,0.76,0,123,386,509
16652,12/1/2012,4,1,12,14,0,6,0,2,0.36,0.3788,0.71,0,110,369,479
16653,12/1/2012,4,1,12,15,0,6,0,2,0.4,0.4091,0.62,0,113,371,484
16654,12/1/2012,4,1,12,16,0,6,0,2,0.38,0.3939,0.66,0,89,354,443
16655,12/1/2012,4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320
16656,12/1/2012,4,1,12,18,0,6,0,2,0.34,0.3636,0.76,0,42,255,297
16657,12/1/2012,4,1,12,19,0,6,0,2,0.32,0.3485,0.81,0,30,219,249
16658,12/1/2012,4,1,12,20,0,6,0,1,0.32,0.3485,0.81,0,28,170,198
16659,12/1/2012,4,1,12,21,0,6,0,2,0.3,0.3333,0.87,0,23,135,158
16660,12/1/2012,4,1,12,22,0,6,0,2,0.3,0.3333,0.87,0,17,130,147
16661,12/1/2012,4,1,12,23,0,6,0,2,0.32,0.3485,0.81,0,10,116,126
16662,12/2/2012,4,1,12,0,0,0,0,2,0.3,0.3182,0.87,0.0896,9,108,117
16663,12/2/2012,4,1,12,1,0,0,0,2,0.3,0.3182,0.87,0.0896,10,84,94
16664,12/2/2012,4,1,12,2,0,0,0,2,0.3,0.3333,0.87,0,2,72,74
16665,12/2/2012,4,1,12,3,0,0,0,2,0.26,0.303,0.93,0,4,21,25
16666,12/2/2012,4,1,12,4,0,0,0,2,0.26,0.303,0.93,0,1,6,7
16667,12/2/2012,4,1,12,5,0,0,0,2,0.26,0.303,0.93,0,1,7,8
16668,12/2/2012,4,1,12,6,0,0,0,2,0.24,0.2424,0.93,0.1343,1,15,16
16669,12/2/2012,4,1,12,7,0,0,0,2,0.24,0.2424,0.93,0.1343,5,26,31
16670,12/2/2012,4,1,12,8,0,0,0,2,0.26,0.2879,0.93,0.0896,12,81,93
16671,12/2/2012,4,1,12,9,0,0,0,2,0.28,0.2727,0.93,0.1642,37,135,172
16672,12/2/2012,4,1,12,10,0,0,0,2,0.3,0.3333,0.87,0,63,230,293
16673,12/2/2012,4,1,12,11,0,0,0,2,0.32,0.3182,0.81,0.1642,81,274,355
16674,12/2/2012,4,1,12,12,0,0,0,2,0.34,0.3333,0.81,0.1642,111,409,520
16675,12/2/2012,4,1,12,13,0,0,0,1,0.4,0.4091,0.71,0.2239,84,347,431
16676,12/2/2012,4,1,12,14,0,0,0,1,0.44,0.4394,0.62,0.2537,142,331,473
16677,12/2/2012,4,1,12,15,0,0,0,1,0.44,0.4394,0.67,0.1343,106,311,417
16678,12/2/2012,4,1,12,16,0,0,0,2,0.44,0.4394,0.67,0.1045,85,358,443
16679,12/2/2012,4,1,12,17,0,0,0,3,0.4,0.4091,0.76,0.194,59,244,303
16680,12/2/2012,4,1,12,18,0,0,0,2,0.44,0.4394,0.72,0.1045,25,178,203
16681,12/2/2012,4,1,12,19,0,0,0,2,0.4,0.4091,0.82,0.194,16,158,174
16682,12/2/2012,4,1,12,20,0,0,0,2,0.42,0.4242,0.82,0.194,12,142,154
16683,12/2/2012,4,1,12,21,0,0,0,2,0.44,0.4394,0.77,0.2239,8,91,99
16684,12/2/2012,4,1,12,22,0,0,0,2,0.44,0.4394,0.77,0.194,11,85,96
16685,12/2/2012,4,1,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44,51
16686,12/3/2012,4,1,12,0,0,1,1,2,0.42,0.4242,0.82,0.1642,3,18,21
16687,12/3/2012,4,1,12,1,0,1,1,1,0.4,0.4091,0.82,0.1343,2,11,13
16688,12/3/2012,4,1,12,2,0,1,1,1,0.42,0.4242,0.77,0.1642,1,9,10
16689,12/3/2012,4,1,12,3,0,1,1,1,0.38,0.3939,0.87,0,2,6,8
16690,12/3/2012,4,1,12,4,0,1,1,1,0.36,0.3788,0.93,0,1,4,5
16691,12/3/2012,4,1,12,5,0,1,1,1,0.34,0.3485,0.93,0.0896,0,38,38
16692,12/3/2012,4,1,12,6,0,1,1,1,0.36,0.3788,0.93,0,2,136,138
16693,12/3/2012,4,1,12,7,0,1,1,2,0.34,0.3636,0.93,0,9,387,396
16694,12/3/2012,4,1,12,8,0,1,1,1,0.36,0.3788,0.93,0,19,712,731
16695,12/3/2012,4,1,12,9,0,1,1,1,0.4,0.4091,0.87,0.0896,19,289,308
16696,12/3/2012,4,1,12,10,0,1,1,1,0.44,0.4394,0.77,0.1343,31,105,136
16697,12/3/2012,4,1,12,11,0,1,1,1,0.48,0.4697,0.77,0.1343,51,182,233
16698,12/3/2012,4,1,12,12,0,1,1,1,0.52,0.5,0.68,0.1642,40,228,268
16699,12/3/2012,4,1,12,13,0,1,1,1,0.58,0.5455,0.56,0.0896,81,240,321
16700,12/3/2012,4,1,12,14,0,1,1,1,0.6,0.6212,0.53,0,51,209,260
16701,12/3/2012,4,1,12,15,0,1,1,1,0.6,0.6212,0.56,0,58,210,268
16702,12/3/2012,4,1,12,16,0,1,1,1,0.6,0.6212,0.53,0.1343,45,397,442
16703,12/3/2012,4,1,12,17,0,1,1,1,0.52,0.5,0.63,0.1045,43,665,708
16704,12/3/2012,4,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,26,666,692
16705,12/3/2012,4,1,12,19,0,1,1,1,0.5,0.4848,0.68,0.0896,27,444,471
16706,12/3/2012,4,1,12,20,0,1,1,2,0.46,0.4545,0.77,0,16,284,300
16707,12/3/2012,4,1,12,21,0,1,1,1,0.44,0.4394,0.82,0.194,14,207,221
16708,12/3/2012,4,1,12,22,0,1,1,1,0.42,0.4242,0.82,0.1045,5,139,144
16709,12/3/2012,4,1,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045,9,93,102
16710,12/4/2012,4,1,12,0,0,2,1,1,0.42,0.4242,0.88,0.1045,6,49,55
16711,12/4/2012,4,1,12,1,0,2,1,1,0.42,0.4242,0.82,0.1045,3,22,25
16712,12/4/2012,4,1,12,2,0,2,1,1,0.42,0.4242,0.88,0.0896,3,5,8
16713,12/4/2012,4,1,12,3,0,2,1,2,0.4,0.4091,0.87,0.1343,1,3,4
16714,12/4/2012,4,1,12,4,0,2,1,2,0.4,0.4091,0.87,0.1343,0,7,7
16715,12/4/2012,4,1,12,5,0,2,1,2,0.44,0.4394,0.88,0,1,45,46
16716,12/4/2012,4,1,12,6,0,2,1,2,0.36,0.3788,0.93,0,3,150,153
16717,12/4/2012,4,1,12,7,0,2,1,1,0.42,0.4242,0.88,0.1343,7,495,502
16718,12/4/2012,4,1,12,8,0,2,1,2,0.44,0.4394,0.88,0.1642,21,700,721
16719,12/4/2012,4,1,12,9,0,2,1,1,0.46,0.4545,0.82,0.1045,19,317,336
16720,12/4/2012,4,1,12,10,0,2,1,1,0.46,0.4545,0.82,0.194,26,130,156
16721,12/4/2012,4,1,12,11,0,2,1,1,0.48,0.4697,0.77,0.194,24,183,207
16722,12/4/2012,4,1,12,12,0,2,1,1,0.52,0.5,0.68,0.194,39,273,312
16723,12/4/2012,4,1,12,13,0,2,1,2,0.54,0.5152,0.64,0.1642,39,233,272
16724,12/4/2012,4,1,12,14,0,2,1,2,0.58,0.5455,0.56,0.2239,39,231,270
16725,12/4/2012,4,1,12,15,0,2,1,2,0.6,0.6212,0.49,0.2537,56,244,300
16726,12/4/2012,4,1,12,16,0,2,1,1,0.58,0.5455,0.49,0.2836,44,391,435
16727,12/4/2012,4,1,12,17,0,2,1,1,0.52,0.5,0.59,0.2239,43,700,743
16728,12/4/2012,4,1,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,38,693,731
16729,12/4/2012,4,1,12,19,0,2,1,1,0.48,0.4697,0.67,0.2239,46,414,460
16730,12/4/2012,4,1,12,20,0,2,1,2,0.5,0.4848,0.63,0.2239,34,272,306
16731,12/4/2012,4,1,12,21,0,2,1,2,0.5,0.4848,0.63,0.2537,28,252,280
16732,12/4/2012,4,1,12,22,0,2,1,2,0.5,0.4848,0.63,0.2985,26,155,181
16733,12/4/2012,4,1,12,23,0,2,1,1,0.48,0.4697,0.67,0.2537,5,91,96
16734,12/5/2012,4,1,12,0,0,3,1,1,0.5,0.4848,0.59,0.2836,6,31,37
16735,12/5/2012,4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,0,11,11
16736,12/5/2012,4,1,12,2,0,3,1,1,0.46,0.4545,0.67,0.1642,2,7,9
16737,12/5/2012,4,1,12,3,0,3,1,1,0.48,0.4697,0.67,0.1343,0,7,7
16738,12/5/2012,4,1,12,4,0,3,1,1,0.5,0.4848,0.63,0.4478,1,9,10
16739,12/5/2012,4,1,12,5,0,3,1,1,0.5,0.4848,0.59,0.2836,1,48,49
16740,12/5/2012,4,1,12,6,0,3,1,3,0.48,0.4697,0.55,0.3881,5,119,124
16741,12/5/2012,4,1,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,9,389,398
16742,12/5/2012,4,1,12,8,0,3,1,2,0.44,0.4394,0.58,0.2836,22,737,759
16743,12/5/2012,4,1,12,9,0,3,1,2,0.44,0.4394,0.51,0.2239,26,362,388
16744,12/5/2012,4,1,12,10,0,3,1,2,0.44,0.4394,0.47,0.3582,14,127,141
16745,12/5/2012,4,1,12,11,0,3,1,1,0.44,0.4394,0.44,0.2836,11,161,172
16746,12/5/2012,4,1,12,12,0,3,1,1,0.44,0.4394,0.41,0.2836,24,208,232
16747,12/5/2012,4,1,12,13,0,3,1,1,0.46,0.4545,0.41,0.2836,14,200,214
16748,12/5/2012,4,1,12,14,0,3,1,1,0.48,0.4697,0.33,0.4925,39,179,218
16749,12/5/2012,4,1,12,15,0,3,1,1,0.48,0.4697,0.33,0.2836,20,265,285
16750,12/5/2012,4,1,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836,23,354,377
16751,12/5/2012,4,1,12,17,0,3,1,1,0.44,0.4394,0.35,0.2836,29,576,605
16752,12/5/2012,4,1,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478,29,580,609
16753,12/5/2012,4,1,12,19,0,3,1,1,0.38,0.3939,0.43,0.3582,14,400,414
16754,12/5/2012,4,1,12,20,0,3,1,1,0.34,0.303,0.46,0.3881,19,274,293
16755,12/5/2012,4,1,12,21,0,3,1,1,0.34,0.303,0.46,0.4179,14,184,198
16756,12/5/2012,4,1,12,22,0,3,1,1,0.32,0.2879,0.45,0.3881,4,101,105
16757,12/5/2012,4,1,12,23,0,3,1,1,0.3,0.2727,0.49,0.3881,5,69,74
16758,12/6/2012,4,1,12,0,0,4,1,1,0.26,0.2424,0.48,0.2836,1,43,44
16759,12/6/2012,4,1,12,1,0,4,1,1,0.26,0.2424,0.48,0.2836,0,16,16
16760,12/6/2012,4,1,12,2,0,4,1,1,0.24,0.2121,0.52,0.2836,0,9,9
16761,12/6/2012,4,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.194,0,2,2
16762,12/6/2012,4,1,12,4,0,4,1,1,0.22,0.2121,0.55,0.2985,1,8,9
16763,12/6/2012,4,1,12,5,0,4,1,1,0.22,0.2121,0.55,0.2836,0,32,32
16764,12/6/2012,4,1,12,6,0,4,1,1,0.22,0.2121,0.55,0.2985,2,122,124
16765,12/6/2012,4,1,12,7,0,4,1,1,0.22,0.2121,0.51,0.2985,8,381,389
16766,12/6/2012,4,1,12,8,0,4,1,1,0.22,0.2121,0.51,0.2985,13,646,659
16767,12/6/2012,4,1,12,9,0,4,1,1,0.24,0.2273,0.48,0.194,19,257,276
16768,12/6/2012,4,1,12,10,0,4,1,1,0.24,0.2273,0.52,0.194,23,122,145
16769,12/6/2012,4,1,12,11,0,4,1,1,0.26,0.2576,0.48,0.1642,16,162,178
16770,12/6/2012,4,1,12,12,0,4,1,1,0.28,0.3182,0.41,0,29,206,235
16771,12/6/2012,4,1,12,13,0,4,1,1,0.3,0.3333,0.39,0,33,212,245
16772,12/6/2012,4,1,12,14,0,4,1,1,0.3,0.3182,0.42,0.0896,37,175,212
16773,12/6/2012,4,1,12,15,0,4,1,1,0.32,0.3485,0.39,0,38,232,270
16774,12/6/2012,4,1,12,16,0,4,1,1,0.32,0.3485,0.42,0,39,292,331
16775,12/6/2012,4,1,12,17,0,4,1,1,0.3,0.3182,0.45,0.1045,31,586,617
16776,12/6/2012,4,1,12,18,0,4,1,1,0.28,0.2727,0.45,0.1642,23,542,565
16777,12/6/2012,4,1,12,19,0,4,1,1,0.26,0.2576,0.6,0.194,13,360,373
16778,12/6/2012,4,1,12,20,0,4,1,2,0.24,0.2576,0.6,0.1045,5,222,227
16779,12/6/2012,4,1,12,21,0,4,1,2,0.24,0.2424,0.6,0.1343,7,184,191
16780,12/6/2012,4,1,12,22,0,4,1,1,0.24,0.2424,0.65,0.1642,2,131,133
16781,12/6/2012,4,1,12,23,0,4,1,1,0.24,0.2424,0.65,0.1642,0,93,93
16782,12/7/2012,4,1,12,0,0,5,1,1,0.24,0.2576,0.7,0.1045,3,45,48
16783,12/7/2012,4,1,12,1,0,5,1,2,0.24,0.2273,0.7,0.194,2,26,28
16784,12/7/2012,4,1,12,2,0,5,1,2,0.26,0.2727,0.7,0.1343,0,11,11
16785,12/7/2012,4,1,12,3,0,5,1,2,0.26,0.2576,0.81,0.194,0,5,5
16786,12/7/2012,4,1,12,4,0,5,1,1,0.26,0.2727,0.75,0.1045,0,10,10
16787,12/7/2012,4,1,12,5,0,5,1,2,0.26,0.2727,0.81,0.1045,1,25,26
16788,12/7/2012,4,1,12,6,0,5,1,2,0.28,0.2727,0.75,0.1642,0,84,84
16789,12/7/2012,4,1,12,7,0,5,1,3,0.28,0.2727,0.81,0.1642,3,212,215
16790,12/7/2012,4,1,12,8,0,5,1,2,0.3,0.2879,0.75,0.194,11,430,441
16791,12/7/2012,4,1,12,9,0,5,1,2,0.3,0.303,0.81,0.1343,10,291,301
16792,12/7/2012,4,1,12,10,0,5,1,2,0.32,0.3182,0.76,0.1642,16,150,166
16793,12/7/2012,4,1,12,11,0,5,1,2,0.32,0.3182,0.76,0.194,20,183,203
16794,12/7/2012,4,1,12,12,0,5,1,2,0.34,0.3333,0.71,0.194,36,204,240
16795,12/7/2012,4,1,12,13,0,5,1,2,0.36,0.3485,0.66,0.1343,23,197,220
16796,12/7/2012,4,1,12,14,0,5,1,2,0.36,0.3485,0.71,0.1642,40,175,215
16797,12/7/2012,4,1,12,15,0,5,1,2,0.36,0.3485,0.71,0.1642,34,269,303
16798,12/7/2012,4,1,12,16,0,5,1,1,0.36,0.3485,0.76,0.1343,39,336,375
16799,12/7/2012,4,1,12,17,0,5,1,2,0.38,0.3939,0.66,0,29,539,568
16800,12/7/2012,4,1,12,18,0,5,1,2,0.38,0.3939,0.71,0.1045,25,473,498
16801,12/7/2012,4,1,12,19,0,5,1,2,0.38,0.3939,0.76,0,15,337,352
16802,12/7/2012,4,1,12,20,0,5,1,3,0.38,0.3939,0.76,0.1045,12,229,241
16803,12/7/2012,4,1,12,21,0,5,1,2,0.36,0.3636,0.93,0.1045,9,162,171
16804,12/7/2012,4,1,12,22,0,5,1,2,0.36,0.3636,0.93,0.0896,15,150,165
16805,12/7/2012,4,1,12,23,0,5,1,2,0.36,0.3636,0.93,0.0896,6,116,122
16806,12/8/2012,4,1,12,0,0,6,0,2,0.36,0.3636,0.93,0.0896,5,98,103
16807,12/8/2012,4,1,12,1,0,6,0,2,0.36,0.3485,0.93,0.1343,16,84,100
16808,12/8/2012,4,1,12,2,0,6,0,2,0.36,0.3485,0.93,0.1343,3,67,70
16809,12/8/2012,4,1,12,3,0,6,0,2,0.36,0.3636,0.93,0.1045,6,23,29
16810,12/8/2012,4,1,12,4,0,6,0,2,0.36,0.3788,0.93,0,3,9,12
16811,12/8/2012,4,1,12,5,0,6,0,2,0.36,0.3636,0.93,0.1045,2,4,6
16812,12/8/2012,4,1,12,6,0,6,0,2,0.36,0.3636,0.93,0.1045,1,19,20
16813,12/8/2012,4,1,12,7,0,6,0,2,0.36,0.3636,1,0.0896,3,36,39
16814,12/8/2012,4,1,12,8,0,6,0,2,0.38,0.3939,0.94,0.0896,5,106,111
16815,12/8/2012,4,1,12,9,0,6,0,2,0.38,0.3939,0.94,0,17,153,170
16816,12/8/2012,4,1,12,10,0,6,0,2,0.4,0.4091,0.87,0.1343,43,244,287
16817,12/8/2012,4,1,12,11,0,6,0,2,0.4,0.4091,0.87,0.1045,63,341,404
16818,12/8/2012,4,1,12,12,0,6,0,2,0.4,0.4091,0.87,0.2239,122,364,486
16819,12/8/2012,4,1,12,13,0,6,0,2,0.4,0.4091,0.87,0.1642,148,399,547
16820,12/8/2012,4,1,12,14,0,6,0,2,0.4,0.4091,0.87,0.2836,164,378,542
16821,12/8/2012,4,1,12,15,0,6,0,1,0.42,0.4242,0.82,0.1642,167,374,541
16822,12/8/2012,4,1,12,16,0,6,0,1,0.42,0.4242,0.82,0.1642,139,368,507
16823,12/8/2012,4,1,12,17,0,6,0,1,0.38,0.3939,0.87,0.1343,77,268,345
16824,12/8/2012,4,1,12,18,0,6,0,1,0.4,0.4091,0.87,0.1045,40,264,304
16825,12/8/2012,4,1,12,19,0,6,0,1,0.4,0.4091,0.87,0,34,212,246
